Year,Locality,Suburb,State,Postcode,Employed,Unemployed
2016,Stanhope Gardens NSW 2768,Stanhope Gardens,NSW,2768,4619,261
2016,Stanmore (NSW) NSW 2048,Stanmore,NSW,2048,4653,179
2016,Stannifer NSW 2369,Stannifer,NSW,2369,18,12
2016,Stannum NSW 2371,Stannum,NSW,2371,11,0
2016,Stanwell Park NSW 2508,Stanwell Park,NSW,2508,757,28
2016,Stanwell Tops NSW 2508,Stanwell Tops,NSW,2508,247,4
2016,State Mine Gully NSW 2790,State Mine Gully,NSW,2790,3,0
2016,Steam Plains NSW 2710,Steam Plains,NSW,2710,0,0
2016,Steeple Flat NSW 2631,Steeple Flat,NSW,2631,27,0
2016,Stewarts Brook NSW 2337,Stewarts Brook,NSW,2337,10,0
2016,Stewarts River NSW 2443,Stewarts River,NSW,2443,48,0
2016,Stockinbingal NSW 2725,Stockinbingal,NSW,2725,128,3
2016,Stockrington NSW 2322,Stockrington,NSW,2322,37,0
2016,Stockton (NSW) NSW 2295,Stockton,NSW,2295,1627,120
2016,Stockyard Creek (NSW) NSW 2460,Stockyard Creek,NSW,2460,8,4
2016,Stokers Siding NSW 2484,Stokers Siding,NSW,2484,266,23
2016,Stonehenge (NSW) NSW 2370,Stonehenge,NSW,2370,68,0
2016,Stonequarry NSW 2580,Stonequarry,NSW,2580,11,0
2016,Stony Chute NSW 2480,Stony Chute,NSW,2480,50,14
2016,Stony Creek (Bega Valley - NSW) NSW 2550,Stony Creek,NSW,2550,67,0
2016,Stony Creek (Mid-Western Regional - NSW) NSW 2550,Stony Creek,NSW,2550,28,0
2016,Stony Crossing NSW 2734,Stony Crossing,NSW,2734,6,0
2016,Stotts Creek NSW 2487,Stotts Creek,NSW,2487,0,0
2016,Stratford (NSW) NSW 2422,Stratford,NSW,2422,55,6
2016,Strathcedar NSW 2429,Strathcedar,NSW,2429,29,0
2016,Stratheden NSW 2470,Stratheden,NSW,2470,110,6
2016,Strathfield (NSW) NSW 2135,Strathfield,NSW,2135,13027,947
2016,Strathfield South NSW 2136,Strathfield South,NSW,2136,1751,126
2016,Stroud NSW 2425,Stroud,NSW,2425,367,19
2016,Stroud Hill NSW 2420,Stroud Hill,NSW,2420,17,0
2016,Stroud Road NSW 2415,Stroud Road,NSW,2415,96,10
2016,Stuart Town NSW 2820,Stuart Town,NSW,2820,85,6
2016,Stuarts Point NSW 2441,Stuarts Point,NSW,2441,218,35
2016,Stubbo NSW 2852,Stubbo,NSW,2852,96,4
2016,Stud Park NSW 2710,Stud Park,NSW,2710,38,0
2016,Suffolk Park NSW 2481,Suffolk Park,NSW,2481,1852,121
2016,Sugarloaf (NSW) NSW 2420,Sugarloaf,NSW,2420,31,0
2016,Summer Hill (Dungog - NSW) NSW 2130,Summer Hill,NSW,2130,29,0
2016,Summer Hill (Inner West - NSW) NSW 2130,Summer Hill,NSW,2130,4180,178
2016,Summer Hill Creek NSW 2800,Summer Hill Creek,NSW,2800,107,3
2016,Summer Island NSW 2440,Summer Island,NSW,2440,50,0
2016,Summerland Point NSW 2259,Summerland Point,NSW,2259,967,107
2016,Sun Valley (NSW) NSW 2777,Sun Valley,NSW,2777,109,0
2016,Sunny Corner NSW 2795,Sunny Corner,NSW,2795,32,5
2016,Sunset Strip (NSW) NSW 2879,Sunset Strip,NSW,2879,18,5
2016,Sunshine (NSW) NSW 2264,Sunshine,NSW,2264,156,17
2016,Sunshine Bay NSW 2536,Sunshine Bay,NSW,2536,396,54
2016,Suntop NSW 2820,Suntop,NSW,2820,35,0
2016,Surf Beach (NSW) NSW 2536,Surf Beach,NSW,2536,632,58
2016,Surfside NSW 2536,Surfside,NSW,2536,455,37
2016,Surry Hills NSW 2010,Surry Hills,NSW,2010,10184,490
2016,Sussex Inlet NSW 2540,Sussex Inlet,NSW,2540,973,83
2016,Sutherland (NSW) NSW 2232,Sutherland,NSW,2232,5924,260
2016,Sutton (NSW) NSW 2620,Sutton,NSW,2620,761,29
2016,Sutton Forest NSW 2577,Sutton Forest,NSW,2577,228,3
2016,Swan Bay (Port Stephens - NSW) NSW 2471,Swan Bay,NSW,2471,148,10
2016,Swan Bay (Richmond Valley - NSW) NSW 2471,Swan Bay,NSW,2471,95,0
2016,Swan Creek (NSW) NSW 2462,Swan Creek,NSW,2462,43,5
2016,Swan Vale NSW 2370,Swan Vale,NSW,2370,15,0
2016,Swanbrook NSW 2360,Swanbrook,NSW,2360,7,0
2016,Swanhaven NSW 2540,Swanhaven,NSW,2540,43,8
2016,Swans Crossing NSW 2439,Swans Crossing,NSW,2439,0,0
2016,Swansea (NSW) NSW 2281,Swansea,NSW,2281,1776,175
2016,Swansea Heads NSW 2281,Swansea Heads,NSW,2281,271,22
2016,Sweetmans Creek NSW 2325,Sweetmans Creek,NSW,2325,17,0
2016,Sydenham (NSW) NSW 2044,Sydenham,NSW,2044,657,44
2016,Sydney NSW 2000,Sydney,NSW,2000,10023,632
2016,Sydney Olympic Park NSW 2127,Sydney Olympic Park,NSW,2127,889,80
2016,Sylvania NSW 2224,Sylvania,NSW,2224,4632,215
2016,Sylvania Waters NSW 2224,Sylvania Waters,NSW,2224,1532,82
2016,Tabbil Creek NSW 2420,Tabbil Creek,NSW,2420,19,0
2016,Tabbimoble NSW 2472,Tabbimoble,NSW,2472,10,0
2016,Tabbita NSW 2652,Tabbita,NSW,2652,43,0
2016,Table Top NSW 2640,Table Top,NSW,2640,759,16
2016,Tabulam NSW 2469,Tabulam,NSW,2469,131,13
2016,Tacoma NSW 2259,Tacoma,NSW,2259,293,18
2016,Tacoma South NSW 2259,Tacoma South,NSW,2259,129,6
2016,Tahlee NSW 2324,Tahlee,NSW,2324,0,0
2016,Tahmoor NSW 2573,Tahmoor,NSW,2573,2207,142
2016,Talarm NSW 2447,Talarm,NSW,2447,88,6
2016,Talawanta NSW 2839,Talawanta,NSW,2839,20,0
2016,Talbingo NSW 2720,Talbingo,NSW,2720,62,0
2016,Tallawang NSW 2852,Tallawang,NSW,2852,62,0
2016,Tallimba NSW 2669,Tallimba,NSW,2669,86,0
2016,Tallong NSW 2579,Tallong,NSW,2579,340,15
2016,Tallowal NSW 2540,Tallowal,NSW,2540,0,0
2016,Tallowwood Ridge NSW 2453,Tallowwood Ridge,NSW,2453,8,3
2016,Tallwood NSW 2798,Tallwood,NSW,2798,44,0
2016,Tallwoods Village NSW 2430,Tallwoods Village,NSW,2430,257,15
2016,Talmalmo NSW 2640,Talmalmo,NSW,2640,35,0
2016,Talofa NSW 2481,Talofa,NSW,2481,52,5
2016,Taloumbi NSW 2463,Taloumbi,NSW,2463,30,4
2016,Tamarama NSW 2026,Tamarama,NSW,2026,932,30
2016,Tamban NSW 2441,Tamban,NSW,2441,27,5
2016,Tambar Springs NSW 2381,Tambar Springs,NSW,2381,84,3
2016,Tambaroora NSW 2850,Tambaroora,NSW,2850,10,3
2016,Taminda NSW 2340,Taminda,NSW,2340,31,3
2016,Tamworth NSW 2340,Tamworth,NSW,2340,81,9
2016,Tanglewood NSW 2488,Tanglewood,NSW,2488,40,12
2016,Tanilba Bay NSW 2319,Tanilba Bay,NSW,2319,1057,99
2016,Tanja NSW 2550,Tanja,NSW,2550,75,3
2016,Tannabar NSW 2357,Tannabar,NSW,2357,37,0
2016,Tannas Mount NSW 2795,Tannas Mount,NSW,2795,24,0
2016,Tantangara NSW 2629,Tantangara,NSW,2629,0,0
2016,Tantawangalo NSW 2550,Tantawangalo,NSW,2550,63,0
2016,Tantonan NSW 2731,Tantonan,NSW,2731,25,0
2016,Tapitallee NSW 2540,Tapitallee,NSW,2540,289,14
2016,Tara (NSW) NSW 2665,Tara,NSW,2665,15,0
2016,Taradale (NSW) NSW 2653,Taradale,NSW,2653,13,0
2016,Tarago NSW 2580,Tarago,NSW,2580,220,5
2016,Taralga NSW 2580,Taralga,NSW,2580,197,11
2016,Tarana NSW 2787,Tarana,NSW,2787,88,0
2016,Tarban NSW 2372,Tarban,NSW,2372,4,0
2016,Tarbuck Bay NSW 2428,Tarbuck Bay,NSW,2428,70,10
2016,Tarcutta NSW 2652,Tarcutta,NSW,2652,203,13
2016,Taree NSW 2430,Taree,NSW,2430,5026,675
2016,Taree South NSW 2430,Taree South,NSW,2430,108,16
2016,Taren Point NSW 2229,Taren Point,NSW,2229,615,32
2016,Tarlo NSW 2580,Tarlo,NSW,2580,78,0
2016,Tarraganda NSW 2550,Tarraganda,NSW,2550,175,0
2016,Tarrawanna NSW 2518,Tarrawanna,NSW,2518,852,46
2016,Tarriaro NSW 2390,Tarriaro,NSW,2390,57,0
2016,Tarro NSW 2322,Tarro,NSW,2322,634,67
2016,Tascott NSW 2250,Tascott,NSW,2250,772,51
2016,Tatham NSW 2471,Tatham,NSW,2471,106,4
2016,Tathra NSW 2550,Tathra,NSW,2550,700,29
2016,Tatton NSW 2650,Tatton,NSW,2650,1337,49
2016,Taylors Arm NSW 2447,Taylors Arm,NSW,2447,54,10
2016,Taylors Beach (NSW) NSW 2316,Taylors Beach,NSW,2316,47,0
2016,Taylors Flat NSW 2586,Taylors Flat,NSW,2586,31,0
2016,Tea Gardens NSW 2324,Tea Gardens,NSW,2324,714,61
2016,Telarah NSW 2320,Telarah,NSW,2320,916,110
2016,Telegraph Point NSW 2441,Telegraph Point,NSW,2441,299,16
2016,Telopea NSW 2117,Telopea,NSW,2117,2303,221
2016,Temagog NSW 2440,Temagog,NSW,2440,82,16
2016,Temora NSW 2666,Temora,NSW,2666,1872,107
2016,Tempe NSW 2044,Tempe,NSW,2044,1852,94
2016,Ten Mile Hollow NSW 2250,Ten Mile Hollow,NSW,2250,0,0
2016,Tenambit NSW 2323,Tenambit,NSW,2323,1150,123
2016,Tenandra NSW 2824,Tenandra,NSW,2824,50,0
2016,Tennyson (NSW) NSW 2754,Tennyson,NSW,2754,207,11
2016,Tennyson Point NSW 2111,Tennyson Point,NSW,2111,587,31
2016,Tenterden (NSW) NSW 2365,Tenterden,NSW,2365,22,0
2016,Tenterfield NSW 2372,Tenterfield,NSW,2372,1458,117
2016,Teralba NSW 2284,Teralba,NSW,2284,627,66
2016,Terania Creek NSW 2480,Terania Creek,NSW,2480,75,3
2016,Terara NSW 2540,Terara,NSW,2540,99,6
2016,Teridgerie NSW 2829,Teridgerie,NSW,2829,30,0
2016,Termeil NSW 2539,Termeil,NSW,2539,118,11
2016,Terrabella NSW 2818,Terrabella,NSW,2818,7,0
2016,Terrace Creek NSW 2474,Terrace Creek,NSW,2474,15,0
2016,Terragon NSW 2484,Terragon,NSW,2484,29,0
2016,Terramungamine NSW 2830,Terramungamine,NSW,2830,148,0
2016,Terranora NSW 2486,Terranora,NSW,2486,1394,99
2016,Terreel NSW 2422,Terreel,NSW,2422,0,0
2016,Terrey Hills NSW 2084,Terrey Hills,NSW,2084,1505,51
2016,Terrigal NSW 2260,Terrigal,NSW,2260,5519,305
2016,Terry Hie Hie NSW 2400,Terry Hie Hie,NSW,2400,37,3
2016,Teven NSW 2478,Teven,NSW,2478,143,5
2016,Tewinga NSW 2449,Tewinga,NSW,2449,35,0
2016,Texas (NSW) NSW 4385,Texas,NSW,4385,18,4
2016,Thalgarrah NSW 2350,Thalgarrah,NSW,2350,98,4
2016,Tharbogang NSW 2680,Tharbogang,NSW,2680,213,14
2016,The Angle NSW 2620,The Angle,NSW,2620,37,3
2016,The Bight NSW 2429,The Bight,NSW,2429,25,0
2016,The Branch NSW 2425,The Branch,NSW,2425,36,0
2016,The Brothers NSW 2630,The Brothers,NSW,2630,23,0
2016,The Channon NSW 2480,The Channon,NSW,2480,172,18
2016,The Devils Wilderness NSW 2758,The Devils Wilderness,NSW,2758,0,0
2016,The Entrance NSW 2261,The Entrance,NSW,2261,1362,185
2016,The Entrance North NSW 2261,The Entrance North,NSW,2261,613,50
2016,The Freshwater NSW 2469,The Freshwater,NSW,2469,9,0
2016,The Gap (Richmond Valley - NSW) NSW 2650,The Gap,NSW,2650,0,0
2016,The Gap (Wagga Wagga - NSW) NSW 2650,The Gap,NSW,2650,35,5
2016,The Glen (NSW) NSW 2476,The Glen,NSW,2476,0,0
2016,The Gulf NSW 2365,The Gulf,NSW,2365,0,0
2016,The Hatch NSW 2444,The Hatch,NSW,2444,16,0
2016,The Hill NSW 2300,The Hill,NSW,2300,1185,66
2016,The Junction NSW 2291,The Junction,NSW,2291,573,29
2016,The Lagoon NSW 2795,The Lagoon,NSW,2795,105,9
2016,The Marra NSW 2831,The Marra,NSW,2831,38,0
2016,The Meadows NSW 2787,The Meadows,NSW,2787,4,0
2016,The Oaks NSW 2570,The Oaks,NSW,2570,1290,53
2016,The Pilliga NSW 2388,The Pilliga,NSW,2388,0,0
2016,The Pinnacles NSW 2460,The Pinnacles,NSW,2460,18,7
2016,The Pocket NSW 2483,The Pocket,NSW,2483,132,6
2016,The Ponds NSW 2769,The Ponds,NSW,2769,5919,275
2016,The Ridgeway NSW 2620,The Ridgeway,NSW,2620,90,5
2016,The Risk NSW 2474,The Risk,NSW,2474,24,0
2016,The Rock NSW 2655,The Rock,NSW,2655,516,25
2016,The Rocks (Bathurst Regional - NSW) NSW 2795,The Rocks,NSW,2795,27,0
2016,The Rocks (Sydney - NSW) NSW 2795,The Rocks,NSW,2795,354,12
2016,The Sandon NSW 2463,The Sandon,NSW,2463,5,0
2016,The Slopes NSW 2754,The Slopes,NSW,2754,173,8
2016,The Whiteman NSW 2460,The Whiteman,NSW,2460,57,0
2016,Theresa Creek (NSW) NSW 2469,Theresa Creek,NSW,2469,38,4
2016,Theresa Park NSW 2570,Theresa Park,NSW,2570,277,0
2016,Thirldene NSW 2347,Thirldene,NSW,2347,0,0
2016,Thirlmere NSW 2572,Thirlmere,NSW,2572,1796,98
2016,Thirroul NSW 2515,Thirroul,NSW,2515,2888,133
2016,Thora NSW 2454,Thora,NSW,2454,129,6
2016,Thornleigh NSW 2120,Thornleigh,NSW,2120,4210,177
2016,Thornton (NSW) NSW 2322,Thornton,NSW,2322,4069,251
2016,Thrumster NSW 2444,Thrumster,NSW,2444,213,4
2016,Thuddungra NSW 2594,Thuddungra,NSW,2594,75,0
2016,Thule NSW 2732,Thule,NSW,2732,9,0
2016,Thumb Creek NSW 2447,Thumb Creek,NSW,2447,0,0
2016,Thurgoona NSW 2640,Thurgoona,NSW,2640,4298,222
2016,Thyra NSW 2731,Thyra,NSW,2731,12,0
2016,Tianjara NSW 2622,Tianjara,NSW,2622,0,0
2016,Tibbuc NSW 2422,Tibbuc,NSW,2422,10,0
2016,Tibooburra NSW 2880,Tibooburra,NSW,2880,76,0
2016,Tichborne NSW 2870,Tichborne,NSW,2870,36,4
2016,Tichular NSW 2850,Tichular,NSW,2850,0,0
2016,Tighes Hill NSW 2297,Tighes Hill,NSW,2297,796,58
2016,Tilba Tilba NSW 2546,Tilba Tilba,NSW,2546,40,3
2016,Tilbuster NSW 2350,Tilbuster,NSW,2350,28,0
2016,Tilligerry Creek NSW 2319,Tilligerry Creek,NSW,2319,0,0
2016,Tilpa NSW 2840,Tilpa,NSW,2840,18,0
2016,Timbarra (NSW) NSW 2372,Timbarra,NSW,2372,19,0
2016,Timbillica NSW 2551,Timbillica,NSW,2551,0,0
2016,Timbumburi NSW 2340,Timbumburi,NSW,2340,84,0
2016,Timor (NSW) NSW 2338,Timor,NSW,2338,27,0
2016,Tindarey NSW 2835,Tindarey,NSW,2835,18,0
2016,Tinderry NSW 2620,Tinderry,NSW,2620,26,0
2016,Tingha NSW 2369,Tingha,NSW,2369,226,46
2016,Tingira Heights NSW 2290,Tingira Heights,NSW,2290,1049,63
2016,Tinonee NSW 2430,Tinonee,NSW,2430,450,34
2016,Tinpot NSW 2546,Tinpot,NSW,2546,0,0
2016,Tintenbar NSW 2478,Tintenbar,NSW,2478,343,12
2016,Tintinhull NSW 2352,Tintinhull,NSW,2352,181,7
2016,Tiona NSW 2428,Tiona,NSW,2428,4,0
2016,Tipperary (NSW) NSW 2429,Tipperary,NSW,2429,9,0
2016,Tiri NSW 2424,Tiri,NSW,2424,3,0
2016,Tirrannaville NSW 2580,Tirrannaville,NSW,2580,129,0
2016,Titaatee Creek NSW 2422,Titaatee Creek,NSW,2422,14,0
2016,Tocal (NSW) NSW 2421,Tocal,NSW,2421,11,3
2016,Tocumwal NSW 2714,Tocumwal,NSW,2714,934,41
2016,Tolland NSW 2650,Tolland,NSW,2650,1291,152
2016,Tolwong NSW 2622,Tolwong,NSW,2622,0,0
2016,Tomago NSW 2322,Tomago,NSW,2322,97,12
2016,Tomakin NSW 2537,Tomakin,NSW,2537,343,15
2016,Tomalla NSW 2337,Tomalla,NSW,2337,9,0
2016,Tombong NSW 2633,Tombong,NSW,2633,9,0
2016,Tomboye NSW 2622,Tomboye,NSW,2622,10,0
2016,Tomerong NSW 2540,Tomerong,NSW,2540,502,27
2016,Tomewin NSW 2484,Tomewin,NSW,2484,50,4
2016,Tomingley NSW 2869,Tomingley,NSW,2869,126,8
2016,Tomki NSW 2470,Tomki,NSW,2470,31,0
2016,Toms Creek NSW 2446,Toms Creek,NSW,2446,17,0
2016,Tonderburine NSW 2817,Tonderburine,NSW,2817,35,3
2016,Tongarra NSW 2527,Tongarra,NSW,2527,70,6
2016,Toogong NSW 2864,Toogong,NSW,2864,28,0
2016,Tooleybuc NSW 2736,Tooleybuc,NSW,2736,111,0
2016,Toolijooa NSW 2534,Toolijooa,NSW,2534,54,0
2016,Tooloom NSW 2475,Tooloom,NSW,2475,11,0
2016,Tooloon NSW 2829,Tooloon,NSW,2829,17,0
2016,Tooma NSW 2642,Tooma,NSW,2642,70,0
2016,Toongabbie (NSW) NSW 2146,Toongabbie,NSW,2146,6680,501
2016,Toongi NSW 2830,Toongi,NSW,2830,46,0
2016,Toonumbar NSW 2474,Toonumbar,NSW,2474,14,4
2016,Tooranie NSW 2734,Tooranie,NSW,2734,3,0
2016,Tooraweenah NSW 2817,Tooraweenah,NSW,2817,131,0
2016,Toormina NSW 2452,Toormina,NSW,2452,2152,267
2016,Toorooka NSW 2440,Toorooka,NSW,2440,25,0
2016,Toothdale NSW 2550,Toothdale,NSW,2550,82,5
2016,Tootool NSW 2655,Tootool,NSW,2655,27,0
2016,Toowoon Bay NSW 2261,Toowoon Bay,NSW,2261,195,11
2016,Topi Topi NSW 2423,Topi Topi,NSW,2423,17,0
2016,Toronto NSW 2283,Toronto,NSW,2283,1907,215
2016,Torrington (NSW) NSW 2371,Torrington,NSW,2371,19,0
2016,Torryburn (Dungog - NSW) NSW 2358,Torryburn,NSW,2358,76,3
2016,Torryburn (Uralla - NSW) NSW 2358,Torryburn,NSW,2358,29,0
2016,Totnes Valley NSW 2850,Totnes Valley,NSW,2850,21,0
2016,Tottenham (NSW) NSW 2873,Tottenham,NSW,2873,172,10
2016,Touga NSW 2622,Touga,NSW,2622,0,0
2016,Toukley NSW 2263,Toukley,NSW,2263,1449,152
2016,Towallum NSW 2460,Towallum,NSW,2460,0,0
2016,Towamba NSW 2550,Towamba,NSW,2550,64,12
2016,Townsend NSW 2463,Townsend,NSW,2463,317,17
2016,Towradgi NSW 2518,Towradgi,NSW,2518,1397,76
2016,Towrang NSW 2580,Towrang,NSW,2580,68,7
2016,Tralee NSW 2620,Tralee,NSW,2620,7,0
2016,Trangie NSW 2823,Trangie,NSW,2823,463,39
2016,Tregeagle NSW 2480,Tregeagle,NSW,2480,222,10
2016,Tregear NSW 2770,Tregear,NSW,2770,1019,205
2016,Trenayr NSW 2460,Trenayr,NSW,2460,39,0
2016,Trentham Cliffs NSW 2738,Trentham Cliffs,NSW,2738,34,3
2016,Trewilga NSW 2869,Trewilga,NSW,2869,17,0
2016,Triamble NSW 2850,Triamble,NSW,2850,0,0
2016,Triangle Flat NSW 2795,Triangle Flat,NSW,2795,31,0
2016,Trundle NSW 2875,Trundle,NSW,2875,259,18
2016,Trungley Hall NSW 2666,Trungley Hall,NSW,2666,34,0
2016,Trunkey Creek NSW 2795,Trunkey Creek,NSW,2795,47,0
2016,Tubbamurra NSW 2365,Tubbamurra,NSW,2365,5,0
2016,Tubbul NSW 2594,Tubbul,NSW,2594,44,0
2016,Tucabia NSW 2462,Tucabia,NSW,2462,145,12
2016,Tucki Tucki NSW 2480,Tucki Tucki,NSW,2480,77,0
2016,Tuckombil NSW 2477,Tuckombil,NSW,2477,120,7
2016,Tuckurimba NSW 2480,Tuckurimba,NSW,2480,46,0
2016,Tuena NSW 2583,Tuena,NSW,2583,20,0
2016,Tuggerah NSW 2259,Tuggerah,NSW,2259,450,32
2016,Tuggerawong NSW 2259,Tuggerawong,NSW,2259,559,49
2016,Tugrabakh NSW 2422,Tugrabakh,NSW,2422,25,0
2016,Tullakool NSW 2732,Tullakool,NSW,2732,44,0
2016,Tullamore NSW 2874,Tullamore,NSW,2874,200,11
2016,Tullarwalla NSW 2540,Tullarwalla,NSW,2540,0,0
2016,Tullera NSW 2480,Tullera,NSW,2480,168,7
2016,Tullibigeal NSW 2669,Tullibigeal,NSW,2669,113,0
2016,Tullimbar NSW 2527,Tullimbar,NSW,2527,259,9
2016,Tulloona NSW 2400,Tulloona,NSW,2400,28,0
2016,Tullymorgan NSW 2463,Tullymorgan,NSW,2463,56,0
2016,Tumbarumba NSW 2653,Tumbarumba,NSW,2653,787,42
2016,Tumbi Umbi NSW 2261,Tumbi Umbi,NSW,2261,2221,152
2016,Tumblong NSW 2729,Tumblong,NSW,2729,93,0
2016,Tumbulgum NSW 2490,Tumbulgum,NSW,2490,209,7
2016,Tumorrama NSW 2720,Tumorrama,NSW,2720,17,0
2016,Tumut NSW 2720,Tumut,NSW,2720,2449,167
2016,Tumut Plains NSW 2720,Tumut Plains,NSW,2720,32,0
2016,Tuncester NSW 2480,Tuncester,NSW,2480,37,3
2016,Tuncurry NSW 2428,Tuncurry,NSW,2428,1641,177
2016,Tunglebung NSW 2469,Tunglebung,NSW,2469,19,0
2016,Tuntable Creek NSW 2480,Tuntable Creek,NSW,2480,79,13
2016,Tuppal NSW 2714,Tuppal,NSW,2714,6,0
2016,Tura Beach NSW 2548,Tura Beach,NSW,2548,1084,54
2016,Turill NSW 2850,Turill,NSW,2850,29,0
2016,Turlinjah NSW 2537,Turlinjah,NSW,2537,79,0
2016,Turners Flat NSW 2440,Turners Flat,NSW,2440,75,0
2016,Turondale NSW 2795,Turondale,NSW,2795,41,7
2016,Tuross NSW 2630,Tuross,NSW,2630,3,0
2016,Tuross Head NSW 2537,Tuross Head,NSW,2537,692,67
2016,Turramurra NSW 2074,Turramurra,NSW,2074,5613,271
2016,Turrawan NSW 2390,Turrawan,NSW,2390,47,0
2016,Turrella NSW 2205,Turrella,NSW,2205,1222,113
2016,Turvey Park NSW 2650,Turvey Park,NSW,2650,1680,93
2016,Tweed Heads NSW 2485,Tweed Heads,NSW,2485,2871,265
2016,Tweed Heads South NSW 2486,Tweed Heads South,NSW,2486,2525,229
2016,Tweed Heads West NSW 2485,Tweed Heads West,NSW,2485,2175,225
2016,Twelve Mile NSW 2850,Twelve Mile,NSW,2850,8,3
2016,Twelve Mile Creek NSW 2324,Twelve Mile Creek,NSW,2324,52,11
2016,Twelve Mile Peg NSW 2540,Twelve Mile Peg,NSW,2540,0,0
2016,Twenty Forests NSW 2795,Twenty Forests,NSW,2795,0,0
2016,Twin Rivers NSW 2410,Twin Rivers,NSW,2410,20,0
2016,Two Mile Flat NSW 2852,Two Mile Flat,NSW,2852,44,0
2016,Tyagarah NSW 2481,Tyagarah,NSW,2481,69,9
2016,Tyalgum NSW 2484,Tyalgum,NSW,2484,182,15
2016,Tyalgum Creek NSW 2484,Tyalgum Creek,NSW,2484,43,4
2016,Tygalgah NSW 2484,Tygalgah,NSW,2484,61,0
2016,Tyndale NSW 2460,Tyndale,NSW,2460,57,3
2016,Tyringham NSW 2453,Tyringham,NSW,2453,28,3
2016,Uarbry NSW 2329,Uarbry,NSW,2329,14,0
2016,Uki NSW 2484,Uki,NSW,2484,271,28
2016,Ulamambri NSW 2357,Ulamambri,NSW,2357,90,4
2016,Ulan NSW 2850,Ulan,NSW,2850,20,3
2016,Ulladulla NSW 2539,Ulladulla,NSW,2539,2179,192
2016,Ulmarra NSW 2462,Ulmarra,NSW,2462,275,34
2016,Ulong NSW 2450,Ulong,NSW,2450,66,7
2016,Ultimo NSW 2007,Ultimo,NSW,2007,3697,539
2016,Umina Beach NSW 2257,Umina Beach,NSW,2257,6807,552
2016,Unanderra NSW 2526,Unanderra,NSW,2526,1905,184
2016,Underbank NSW 2420,Underbank,NSW,2420,13,6
2016,Undercliffe NSW 4380,Undercliffe,NSW,4380,0,0
2016,Ungarie NSW 2669,Ungarie,NSW,2669,213,12
2016,Unumgar NSW 2474,Unumgar,NSW,2474,9,0
2016,Upper Allyn NSW 2311,Upper Allyn,NSW,2311,0,0
2016,Upper Bingara NSW 2404,Upper Bingara,NSW,2404,11,0
2016,Upper Burringbar NSW 2483,Upper Burringbar,NSW,2483,114,11
2016,Upper Bylong NSW 2849,Upper Bylong,NSW,2849,6,0
2016,Upper Colo NSW 2756,Upper Colo,NSW,2756,27,0
2016,Upper Coopers Creek NSW 2482,Upper Coopers Creek,NSW,2482,24,4
2016,Upper Copmanhurst NSW 2460,Upper Copmanhurst,NSW,2460,23,6
2016,Upper Corindi NSW 2456,Upper Corindi,NSW,2456,55,5
2016,Upper Crystal Creek NSW 2484,Upper Crystal Creek,NSW,2484,68,11
2016,Upper Dartbrook NSW 2336,Upper Dartbrook,NSW,2336,66,0
2016,Upper Duck Creek NSW 2469,Upper Duck Creek,NSW,2469,0,0
2016,Upper Duroby NSW 2486,Upper Duroby,NSW,2486,49,0
2016,Upper Eden Creek NSW 2474,Upper Eden Creek,NSW,2474,26,0
2016,Upper Fine Flower NSW 2460,Upper Fine Flower,NSW,2460,3,0
2016,Upper Growee NSW 2849,Upper Growee,NSW,2849,6,0
2016,Upper Horseshoe Creek NSW 2474,Upper Horseshoe Creek,NSW,2474,33,10
2016,Upper Horton NSW 2347,Upper Horton,NSW,2347,65,0
2016,Upper Kangaroo River NSW 2577,Upper Kangaroo River,NSW,2577,54,0
2016,Upper Kangaroo Valley NSW 2577,Upper Kangaroo Valley,NSW,2577,0,0
2016,Upper Karuah River NSW 2415,Upper Karuah River,NSW,2415,0,0
2016,Upper Lansdowne NSW 2430,Upper Lansdowne,NSW,2430,215,21
2016,Upper Macdonald NSW 2775,Upper Macdonald,NSW,2775,21,0
2016,Upper Main Arm NSW 2482,Upper Main Arm,NSW,2482,77,15
2016,Upper Mangrove NSW 2250,Upper Mangrove,NSW,2250,0,0
2016,Upper Manilla NSW 2346,Upper Manilla,NSW,2346,67,7
2016,Upper Mongogarie NSW 2470,Upper Mongogarie,NSW,2470,6,0
2016,Upper Myall NSW 2423,Upper Myall,NSW,2423,18,0
2016,Upper Nile NSW 2849,Upper Nile,NSW,2849,4,0
2016,Upper Orara NSW 2450,Upper Orara,NSW,2450,358,15
2016,Upper Pappinbarra NSW 2446,Upper Pappinbarra,NSW,2446,20,0
2016,Upper Rollands Plains NSW 2441,Upper Rollands Plains,NSW,2441,57,5
2016,Upper Rouchel NSW 2336,Upper Rouchel,NSW,2336,40,0
2016,Upper Taylors Arm NSW 2447,Upper Taylors Arm,NSW,2447,41,7
2016,Upper Tooloom NSW 2475,Upper Tooloom,NSW,2475,14,0
2016,Upper Turon NSW 2795,Upper Turon,NSW,2795,4,0
2016,Upper Wilsons Creek NSW 2482,Upper Wilsons Creek,NSW,2482,20,0
2016,Upsalls Creek NSW 2439,Upsalls Creek,NSW,2439,47,3
2016,Uralba NSW 2477,Uralba,NSW,2477,102,6
2016,Uralla (NSW) NSW 2358,Uralla,NSW,2358,1125,76
2016,Urana NSW 2645,Urana,NSW,2645,137,7
2016,Urangeline NSW 2656,Urangeline,NSW,2656,6,0
